age,job,marital,education,default,housing,loan,contact,month,poutcome,y
33,entrepreneur,married,secondary,no,yes,no,cellular,apr,failure,no
33,blue-collar,married,secondary,no,yes,no,cellular,apr,failure,no
44,admin.,divorced,secondary,no,yes,no,cellular,apr,unknown,no
39,admin.,married,primary,no,yes,no,cellular,apr,unknown,no
36,blue-collar,married,primary,no,yes,no,cellular,apr,failure,no
37,blue-collar,single,secondary,no,yes,no,cellular,apr,failure,no
34,blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,no
38,admin.,single,secondary,no,yes,yes,cellular,apr,success,no
50,blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,no
47,blue-collar,married,secondary,no,yes,no,cellular,apr,other,no
42,blue-collar,married,primary,no,yes,no,cellular,apr,unknown,no
41,technician,married,secondary,no,yes,no,cellular,apr,unknown,no
36,blue-collar,single,primary,no,yes,no,cellular,apr,unknown,no
30,services,married,secondary,no,yes,no,cellular,apr,failure,no
37,management,married,tertiary,no,yes,no,cellular,apr,unknown,no
34,services,married,secondary,no,no,no,cellular,apr,failure,no
31,admin.,single,secondary,no,yes,no,cellular,apr,unknown,no
33,admin.,married,secondary,no,yes,no,cellular,apr,failure,no
51,blue-collar,married,unknown,no,no,no,cellular,apr,unknown,no
42,admin.,divorced,secondary,no,yes,no,cellular,apr,unknown,no
34,admin.,single,secondary,no,yes,no,cellular,apr,unknown,yes
50,blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,no
36,blue-collar,single,primary,no,yes,no,cellular,apr,failure,no
32,services,single,secondary,no,yes,no,cellular,apr,unknown,no
52,retired,divorced,primary,no,yes,yes,cellular,apr,unknown,yes
38,blue-collar,married,primary,no,yes,no,cellular,apr,failure,no
38,management,single,tertiary,no,yes,no,cellular,apr,failure,no
29,blue-collar,single,primary,no,yes,no,cellular,apr,unknown,no
50,admin.,married,secondary,no,yes,yes,cellular,apr,failure,no
35,blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,no
39,services,married,tertiary,no,no,no,cellular,apr,unknown,no
29,blue-collar,single,secondary,no,yes,no,cellular,apr,unknown,no
52,blue-collar,married,secondary,no,yes,no,cellular,apr,failure,no
52,blue-collar,married,secondary,no,yes,no,telephone,apr,failure,no
35,blue-collar,married,secondary,no,yes,no,cellular,apr,other,yes
43,services,married,primary,no,yes,yes,cellular,apr,failure,no
32,technician,single,tertiary,no,yes,no,cellular,apr,unknown,no
31,services,married,secondary,no,yes,no,cellular,apr,failure,no
33,blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,no
43,blue-collar,married,primary,no,yes,no,cellular,apr,failure,no
34,blue-collar,married,secondary,no,yes,yes,cellular,apr,other,no
32,blue-collar,married,secondary,no,yes,no,cellular,apr,failure,no
54,management,married,secondary,no,yes,no,cellular,apr,failure,no
38,blue-collar,married,secondary,no,yes,no,cellular,apr,other,no
33,services,married,secondary,no,yes,no,cellular,apr,unknown,no
38,services,married,tertiary,no,yes,no,cellular,apr,failure,no
28,blue-collar,single,secondary,no,yes,yes,cellular,apr,failure,no
34,technician,married,secondary,no,yes,no,cellular,apr,unknown,no
28,technician,married,secondary,no,yes,no,cellular,apr,unknown,no
29,technician,single,secondary,no,yes,yes,cellular,apr,unknown,no
24,blue-collar,single,secondary,no,yes,no,cellular,apr,unknown,no
24,blue-collar,married,secondary,no,yes,yes,cellular,apr,unknown,no
32,management,divorced,tertiary,no,yes,no,cellular,apr,success,yes
36,technician,single,tertiary,no,yes,no,cellular,apr,failure,no
30,services,single,secondary,no,yes,no,cellular,apr,unknown,no
43,blue-collar,married,secondary,no,yes,no,cellular,apr,other,no
60,management,married,tertiary,no,no,no,cellular,apr,unknown,yes
45,unemployed,divorced,primary,no,yes,no,cellular,apr,unknown,no
39,blue-collar,single,primary,no,yes,no,cellular,apr,unknown,no
43,admin.,single,secondary,no,yes,no,cellular,apr,failure,no
31,blue-collar,married,secondary,no,yes,yes,cellular,apr,failure,no
31,admin.,married,secondary,no,yes,no,cellular,apr,unknown,no
24,student,single,secondary,no,yes,no,cellular,apr,unknown,no
28,entrepreneur,married,secondary,no,yes,no,cellular,apr,other,no
30,blue-collar,single,secondary,no,yes,no,cellular,apr,other,no
29,blue-collar,married,secondary,no,yes,yes,cellular,apr,unknown,no
46,blue-collar,married,primary,no,yes,yes,cellular,apr,failure,no
33,admin.,single,secondary,no,yes,no,cellular,apr,unknown,no
42,blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,no
54,management,married,tertiary,no,yes,no,cellular,apr,failure,no
34,blue-collar,married,primary,no,yes,no,cellular,apr,failure,yes
34,admin.,single,secondary,no,yes,no,cellular,apr,failure,no
33,management,single,tertiary,no,yes,no,cellular,apr,unknown,no
31,self-employed,single,tertiary,no,yes,no,cellular,apr,failure,no
35,technician,divorced,secondary,no,yes,no,cellular,apr,unknown,no
31,admin.,single,secondary,no,yes,no,cellular,apr,success,no
33,blue-collar,single,secondary,no,yes,no,cellular,apr,unknown,no
43,admin.,married,secondary,no,yes,no,telephone,apr,failure,no
54,blue-collar,married,primary,no,yes,no,cellular,apr,failure,no
36,technician,divorced,secondary,no,yes,no,cellular,apr,unknown,no
36,management,single,tertiary,yes,yes,no,cellular,apr,unknown,no
36,services,divorced,secondary,no,yes,no,cellular,apr,failure,no
33,services,single,secondary,no,yes,no,cellular,apr,unknown,no
30,services,married,secondary,no,yes,yes,cellular,apr,other,no
55,blue-collar,single,primary,no,yes,no,cellular,apr,failure,no
28,technician,single,secondary,no,no,no,cellular,apr,failure,no
46,services,married,tertiary,no,yes,no,cellular,apr,unknown,no
30,blue-collar,single,unknown,no,yes,no,cellular,apr,unknown,no
32,blue-collar,single,secondary,no,yes,no,cellular,apr,unknown,no
32,student,single,secondary,no,yes,no,cellular,apr,unknown,no
39,blue-collar,married,primary,no,yes,no,cellular,apr,unknown,no
22,blue-collar,single,secondary,no,yes,no,cellular,apr,other,no
55,management,married,tertiary,no,yes,no,cellular,apr,other,no
35,blue-collar,married,primary,no,yes,no,cellular,apr,unknown,no
34,admin.,married,secondary,no,yes,no,cellular,apr,unknown,no
35,services,married,secondary,no,yes,no,cellular,apr,failure,no
38,management,married,tertiary,no,yes,no,cellular,apr,failure,no
51,management,married,tertiary,no,yes,no,cellular,apr,unknown,no
36,entrepreneur,married,secondary,no,yes,no,cellular,apr,unknown,no
36,management,single,tertiary,no,yes,no,cellular,apr,other,no
52,blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,no
39,admin.,married,secondary,no,yes,no,cellular,apr,unknown,no
39,admin.,single,secondary,no,yes,no,cellular,apr,unknown,no
36,entrepreneur,married,tertiary,no,no,no,cellular,apr,unknown,no
37,services,married,secondary,no,yes,yes,cellular,apr,unknown,no
34,management,married,tertiary,no,yes,no,cellular,apr,failure,no
41,admin.,married,secondary,no,yes,no,cellular,apr,failure,no
38,technician,married,secondary,no,yes,no,cellular,apr,unknown,no
35,services,married,secondary,no,yes,no,cellular,apr,unknown,no
48,blue-collar,married,secondary,no,yes,no,cellular,apr,failure,no
40,blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,no
45,technician,divorced,secondary,no,yes,no,cellular,apr,failure,no
40,blue-collar,divorced,primary,no,yes,yes,cellular,apr,failure,no
34,services,married,secondary,no,yes,no,cellular,apr,failure,no
30,technician,married,secondary,no,yes,no,cellular,apr,failure,no
33,blue-collar,single,secondary,no,yes,yes,cellular,apr,other,no
34,technician,married,secondary,no,yes,no,cellular,apr,unknown,no
43,admin.,married,secondary,no,yes,no,cellular,apr,unknown,no
55,services,married,secondary,no,yes,no,cellular,apr,unknown,no
32,self-employed,married,primary,no,yes,no,cellular,apr,failure,no
30,blue-collar,married,secondary,no,yes,yes,cellular,apr,failure,no
30,blue-collar,married,secondary,no,no,no,cellular,apr,unknown,yes
37,technician,married,secondary,no,yes,no,cellular,apr,failure,no
34,blue-collar,divorced,primary,no,yes,no,cellular,apr,unknown,no
52,retired,married,primary,no,yes,yes,cellular,apr,unknown,no
44,entrepreneur,married,secondary,no,yes,no,cellular,apr,failure,no
33,management,single,secondary,no,yes,no,cellular,apr,unknown,no
22,blue-collar,single,secondary,no,yes,no,cellular,apr,other,no
53,services,married,secondary,no,yes,no,cellular,apr,unknown,no
29,blue-collar,married,secondary,no,yes,yes,cellular,apr,unknown,yes
28,services,single,secondary,no,yes,yes,cellular,apr,failure,no
44,blue-collar,married,primary,no,yes,no,cellular,apr,other,no
31,blue-collar,married,primary,no,yes,no,cellular,apr,other,no
34,admin.,married,secondary,no,yes,yes,cellular,apr,unknown,no
40,technician,divorced,secondary,no,yes,yes,cellular,apr,unknown,no
34,admin.,married,secondary,no,no,no,cellular,apr,failure,no
54,blue-collar,married,primary,no,yes,yes,telephone,apr,unknown,no
28,technician,married,secondary,no,yes,no,cellular,apr,unknown,no
34,technician,single,tertiary,no,yes,no,cellular,apr,unknown,no
37,management,married,tertiary,no,yes,yes,cellular,apr,failure,no
58,technician,married,secondary,no,yes,no,cellular,apr,unknown,no
37,blue-collar,married,unknown,no,yes,no,cellular,apr,failure,no
33,technician,divorced,secondary,no,yes,no,cellular,apr,failure,no
36,blue-collar,single,secondary,no,yes,no,cellular,apr,failure,no
32,blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,no
28,services,single,secondary,no,yes,no,cellular,apr,unknown,no
31,technician,single,tertiary,no,yes,no,cellular,apr,failure,yes
32,blue-collar,married,secondary,no,yes,no,telephone,apr,unknown,no
34,management,married,tertiary,no,no,no,cellular,apr,failure,no
54,admin.,married,secondary,no,yes,no,cellular,apr,failure,no
40,technician,single,secondary,no,yes,no,cellular,apr,failure,no
45,blue-collar,married,primary,no,yes,yes,cellular,apr,failure,no
29,technician,single,secondary,no,yes,no,cellular,apr,failure,no
34,admin.,married,secondary,no,yes,yes,cellular,apr,unknown,no
32,blue-collar,married,secondary,no,yes,no,cellular,apr,failure,yes
56,services,single,secondary,no,yes,yes,cellular,apr,unknown,no
74,management,married,tertiary,no,no,no,telephone,apr,unknown,no
49,admin.,married,secondary,no,yes,no,cellular,apr,failure,no
39,admin.,married,secondary,no,yes,no,cellular,apr,failure,no
38,blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,no
34,blue-collar,single,secondary,no,yes,no,cellular,apr,other,no
38,blue-collar,married,primary,no,yes,yes,cellular,apr,failure,no
48,management,married,tertiary,no,yes,no,cellular,apr,unknown,no
31,admin.,married,secondary,no,yes,no,cellular,apr,failure,no
36,blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,no
30,admin.,single,secondary,no,yes,no,cellular,apr,unknown,yes
79,retired,married,primary,no,no,no,telephone,apr,unknown,no
38,management,married,tertiary,no,yes,yes,cellular,apr,failure,no
60,retired,married,primary,no,yes,no,cellular,apr,other,no
30,blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,no
36,management,single,tertiary,no,yes,no,cellular,apr,unknown,no
53,blue-collar,married,primary,no,yes,yes,cellular,apr,unknown,no
34,services,married,secondary,no,yes,yes,cellular,apr,other,no
30,blue-collar,married,secondary,no,yes,yes,cellular,apr,failure,no
40,blue-collar,married,unknown,no,yes,no,cellular,apr,unknown,no
48,blue-collar,single,primary,no,yes,no,cellular,apr,unknown,no
41,housemaid,divorced,secondary,no,yes,no,telephone,apr,unknown,no
32,blue-collar,single,secondary,no,yes,no,cellular,apr,failure,no
30,housemaid,single,tertiary,no,yes,no,cellular,apr,unknown,no
57,blue-collar,married,primary,no,yes,no,telephone,apr,unknown,no
39,self-employed,married,tertiary,no,yes,yes,cellular,apr,unknown,yes
42,blue-collar,married,secondary,no,yes,no,cellular,apr,failure,no
40,blue-collar,married,secondary,no,yes,yes,cellular,apr,unknown,no
46,blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,no
39,technician,married,secondary,no,yes,yes,telephone,apr,unknown,no
41,blue-collar,married,secondary,no,yes,no,telephone,apr,unknown,no
42,services,married,secondary,no,yes,yes,cellular,apr,failure,no
34,admin.,married,secondary,no,yes,no,cellular,apr,failure,no
50,admin.,divorced,tertiary,no,yes,no,cellular,apr,unknown,no
41,management,single,tertiary,no,yes,no,cellular,apr,unknown,no
48,technician,single,secondary,no,yes,no,cellular,apr,unknown,no
34,blue-collar,married,primary,no,yes,no,cellular,apr,unknown,no
53,retired,divorced,secondary,no,yes,yes,cellular,apr,unknown,no
36,blue-collar,married,primary,no,yes,no,cellular,apr,unknown,no
33,blue-collar,married,primary,no,yes,no,cellular,apr,unknown,yes
40,services,single,secondary,no,yes,no,cellular,apr,unknown,yes
31,blue-collar,married,secondary,no,no,no,cellular,apr,unknown,no
29,management,married,tertiary,no,no,yes,cellular,apr,unknown,no
29,blue-collar,married,secondary,no,yes,no,cellular,apr,other,no
49,management,married,tertiary,no,yes,no,cellular,apr,unknown,no
32,blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,no
38,management,married,tertiary,no,yes,no,cellular,apr,other,yes
36,management,married,tertiary,no,yes,yes,cellular,apr,unknown,no
35,management,single,tertiary,no,yes,no,cellular,apr,unknown,yes
30,blue-collar,married,secondary,no,yes,no,cellular,apr,failure,no
33,admin.,married,primary,no,no,no,cellular,apr,unknown,no
30,admin.,single,secondary,no,yes,no,cellular,apr,failure,no
34,services,married,secondary,no,yes,no,cellular,apr,failure,no
29,services,married,secondary,no,yes,no,cellular,apr,unknown,no
31,unemployed,married,secondary,no,yes,no,cellular,apr,unknown,no
33,blue-collar,married,secondary,no,yes,no,cellular,apr,other,no
41,blue-collar,married,secondary,no,yes,no,telephone,apr,unknown,no
33,blue-collar,married,primary,no,yes,no,cellular,apr,unknown,no
43,blue-collar,divorced,secondary,no,yes,no,cellular,apr,unknown,no
47,admin.,single,primary,no,no,no,cellular,apr,failure,no
47,management,married,tertiary,no,yes,no,cellular,apr,failure,no
38,technician,single,tertiary,no,yes,no,cellular,apr,unknown,no
40,blue-collar,married,primary,no,yes,yes,cellular,apr,failure,no
31,technician,married,secondary,no,yes,no,cellular,apr,unknown,no
36,blue-collar,married,primary,no,yes,no,cellular,apr,unknown,no
45,blue-collar,married,primary,no,no,no,cellular,apr,unknown,no
41,technician,single,tertiary,no,yes,no,cellular,apr,failure,no
37,admin.,married,primary,no,yes,no,cellular,apr,unknown,no
38,blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,no
47,blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,no
43,blue-collar,married,secondary,no,yes,no,cellular,apr,other,no
37,blue-collar,married,primary,no,yes,no,cellular,apr,failure,yes
37,blue-collar,married,primary,no,yes,no,cellular,apr,failure,no
49,blue-collar,married,primary,no,yes,no,cellular,apr,failure,no
31,technician,married,tertiary,no,yes,yes,cellular,apr,other,no
33,technician,married,secondary,no,yes,no,cellular,apr,unknown,no
36,blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,no
33,management,married,tertiary,no,yes,no,cellular,apr,unknown,no
51,blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,no
35,management,married,tertiary,no,yes,yes,cellular,apr,unknown,no
30,blue-collar,married,secondary,no,yes,no,cellular,apr,failure,no
39,blue-collar,married,primary,no,yes,no,cellular,apr,unknown,no
29,technician,married,secondary,no,yes,no,cellular,apr,failure,yes
39,management,married,secondary,no,yes,no,telephone,apr,unknown,no
32,management,single,tertiary,no,yes,no,cellular,apr,unknown,no
38,admin.,married,secondary,no,yes,no,cellular,apr,unknown,no
36,management,married,tertiary,no,no,no,cellular,apr,unknown,no
41,services,married,primary,no,yes,no,cellular,apr,failure,no
39,admin.,married,secondary,no,yes,no,cellular,apr,unknown,no
35,blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,no
38,admin.,divorced,secondary,no,yes,no,cellular,apr,unknown,no
34,services,married,tertiary,no,yes,no,cellular,apr,unknown,no
